SubPathway	Sample	Genus	GeneCountPerGenome	OTUAbundanceInSample	CountContributedByOTU	ContributionPercentOfSample	ContributionPercentOfAllSamples
Glycolysis___Gluconeogenesis	Cef2dayrec25	Lactobacillus	31	54.5	1689.5	20.4303302016561	0.963620737168698
Glycolysis___Gluconeogenesis	Cef2dayrec26	Lactobacillus	31	47.166666666633	1462.16666666573	19.4631046594458	0.833959231249845
Glycolysis___Gluconeogenesis	Cef2dayrec28	Lactobacillus	31	70.833333333333	2195.83333333332	22.739502874146	1.25241227307919
Glycolysis___Gluconeogenesis	Cef6wkrec13	Lactobacillus	31	0.166666666667	5.166666666676	1.18210202345555	0.0029468524072431
Glycolysis___Gluconeogenesis	Cef6wkrec14	Lactobacillus	31	0.166666666667	5.166666666676	1.21376302154061	0.0029468524072431
Glycolysis___Gluconeogenesis	Cef6wkrec15	Lactobacillus	31	0.333333333334	10.333333333352	1.38350022870902	0.0058937048144862
Glycolysis___Gluconeogenesis	Cef6wkrec16	Lactobacillus	31	0.5	15.5	2.37096496283298	0.0088405572217282
Glycolysis___Gluconeogenesis	Cef6wkrec17	Lactobacillus	31	0.5	15.5	1.7561115093531	0.0088405572217282
Glycolysis___Gluconeogenesis	Cef6wkrec18	Lactobacillus	31	0.166666666667	5.166666666676	1.29523618198919	0.0029468524072431
Glycolysis___Gluconeogenesis	Cef6wkrec19	Lactobacillus	31	0.166666666667	5.166666666676	1.13890233320571	0.0029468524072431
Glycolysis___Gluconeogenesis	Cef6wkrec20	Lactobacillus	31	0.333333333333	10.333333333324	1.34349944702441	0.0058937048144853
Glycolysis___Gluconeogenesis	NoAbx31	Lactobacillus	31	0.166666666667	5.166666666676	1.15366669576033	0.0029468524072431
Glycolysis___Gluconeogenesis	NoAbx32	Lactobacillus	31	0.166666666667	5.166666666676	0.681600068387896	0.0029468524072431
Glycolysis___Gluconeogenesis	NoAbx35	Lactobacillus	31	0.166666666667	5.166666666676	1.4299492610481	0.0029468524072431
Glycolysis___Gluconeogenesis	NoAbx6wkrec43	Lactobacillus	31	0.166666666667	5.166666666676	1.42013933370205	0.0029468524072431
Glycolysis___Gluconeogenesis	NoAbx6wkrec44	Lactobacillus	31	0.166666666667	5.166666666676	1.10333758175154	0.0029468524072431
Pyruvate_metabolism	Cef2dayrec21	Lactobacillus	15	70.6666666667	1059.9999999996	10.9655662915231	0.525474362756131
Pyruvate_metabolism	Cef2dayrec22	Lactobacillus	15	70.999999999967	1065.0000000004	11.0000000000042	0.527953015410655
Pyruvate_metabolism	Cef2dayrec23	Lactobacillus	15	69.999999999967	1050.0000000004	10.8974558670792	0.520517057447023
Pyruvate_metabolism	Cef2dayrec25	Lactobacillus	15	54.5	817.5	9.5379631390768	0.405259709012531
Pyruvate_metabolism	Cef2dayrec26	Lactobacillus	15	47.166666666633	707.499999999804	8.9261921109862	0.350729350612776
Pyruvate_metabolism	Cef2dayrec28	Lactobacillus	15	70.833333333333	1062.5	10.8969328853202	0.526713689083411
Pyruvate_metabolism	Cef6wkrec13	Lactobacillus	15	0.166666666667	2.500000000002	0.17171743264589	0.0012393263272546
Pyruvate_metabolism	Cef6wkrec14	Lactobacillus	15	0.166666666667	2.500000000002	1.02247379834365	0.0012393263272546
Pyruvate_metabolism	Cef6wkrec15	Lactobacillus	15	0.333333333334	5.000000000004	1.04624929074056	0.0024786526545092
Pyruvate_metabolism	Cef6wkrec16	Lactobacillus	15	0.5	7.5	1.06591694522408	0.003717978981769
Pyruvate_metabolism	Cef6wkrec17	Lactobacillus	15	0.5	7.5	1.06006872227124	0.003717978981769
Pyruvate_metabolism	Cef6wkrec18	Lactobacillus	15	0.166666666667	2.500000000002	1.02029277299159	0.0012393263272546
Pyruvate_metabolism	Cef6wkrec19	Lactobacillus	15	0.166666666667	2.500000000002	1.02054204416283	0.0012393263272546
Pyruvate_metabolism	Cef6wkrec20	Lactobacillus	15	0.333333333333	4.999999999998	1.04256896410015	0.0024786526545106
Pyruvate_metabolism	NoAbx31	Lactobacillus	15	0.166666666667	2.500000000002	0.36274946714174	0.0012393263272546
Pyruvate_metabolism	NoAbx32	Lactobacillus	15	0.166666666667	2.500000000002	0.22746411005454	0.0012393263272546
Pyruvate_metabolism	NoAbx35	Lactobacillus	15	0.166666666667	2.500000000002	1.02738248983213	0.0012393263272546
Pyruvate_metabolism	NoAbx6wkrec43	Lactobacillus	15	0.166666666667	2.500000000002	1.02873291540199	0.0012393263272546
Pyruvate_metabolism	NoAbx6wkrec44	Lactobacillus	15	0.166666666667	2.500000000002	0.19321725618252	0.0012393263272546
Pentose_phosphate_pathway	Cef2dayrec21	Lactobacillus	12	70.6666666667	848	10.9485323153899	0.441744526663809
Pentose_phosphate_pathway	Cef2dayrec22	Lactobacillus	12	70.999999999967	852.000000000003	11.0000000000042	0.443828227261336
Pentose_phosphate_pathway	Cef2dayrec23	Lactobacillus	12	69.999999999967	840	10.8050220096101	0.43757712546924
Pentose_phosphate_pathway	Cef2dayrec25	Lactobacillus	12	54.5	654	9.7619932775504	0.340685047686489
Pentose_phosphate_pathway	Cef2dayrec26	Lactobacillus	12	47.166666666633	565.9999999997	9.2418889348853	0.294843634541979
Pentose_phosphate_pathway	Cef2dayrec28	Lactobacillus	12	70.833333333333	849.999999999997	10.8698679856464	0.442786376962972
Pentose_phosphate_pathway	Cef6wkrec13	Lactobacillus	12	0.166666666667	2.000000000003	0.046035588760105	0.0010418502987358
Pentose_phosphate_pathway	Cef6wkrec14	Lactobacillus	12	0.166666666667	2.000000000003	0.034762159279971	0.0010418502987358
Pentose_phosphate_pathway	Cef6wkrec15	Lactobacillus	12	0.333333333334	4.000000000006	0.07653168734518	0.0020837005974716
Pentose_phosphate_pathway	Cef6wkrec16	Lactobacillus	12	0.5	6	0.1130676419554	0.0031255508962066
Pentose_phosphate_pathway	Cef6wkrec17	Lactobacillus	12	0.5	6	0.09101379688823	0.0031255508962066
Pentose_phosphate_pathway	Cef6wkrec18	Lactobacillus	12	0.166666666667	2.000000000003	0.033711591487135	0.0010418502987358
Pentose_phosphate_pathway	Cef6wkrec19	Lactobacillus	12	0.166666666667	2.000000000003	0.038300036525234	0.0010418502987358
Pentose_phosphate_pathway	Cef6wkrec20	Lactobacillus	12	0.333333333333	3.999999999997	0.083202817678414	0.0020837005974716
Pentose_phosphate_pathway	NoAbx31	Lactobacillus	12	0.166666666667	2.000000000003	0.056399894517853	0.0010418502987358
Pentose_phosphate_pathway	NoAbx32	Lactobacillus	12	0.166666666667	2.000000000003	0.074624989475849	0.0010418502987358
Pentose_phosphate_pathway	NoAbx35	Lactobacillus	12	0.166666666667	2.000000000003	0.06383712807513	0.0010418502987358
Pentose_phosphate_pathway	NoAbx6wkrec43	Lactobacillus	12	0.166666666667	2.000000000003	0.040528141899068	0.0010418502987358
Pentose_phosphate_pathway	NoAbx6wkrec44	Lactobacillus	12	0.166666666667	2.000000000003	0.070237293410975	0.0010418502987358
Terpenoid_backbone_biosynthesis	Cef2dayrec21	Lactobacillus	12	70.6666666667	848.0000000003	9.9765258215975	1.02188542437412
Terpenoid_backbone_biosynthesis	Cef2dayrec22	Lactobacillus	12	70.999999999967	851.999999999703	10.0000000000038	1.02670563863915
Terpenoid_backbone_biosynthesis	Cef2dayrec23	Lactobacillus	12	69.999999999967	839.999999999703	9.92523364485694	1.01224499584143
Terpenoid_backbone_biosynthesis	Cef2dayrec25	Lactobacillus	12	54.5	654	9.1887550200828	0.788105032475919
Terpenoid_backbone_biosynthesis	Cef2dayrec26	Lactobacillus	12	47.166666666633	565.999999999697	8.8577680525156	0.682060318625075
Terpenoid_backbone_biosynthesis	Cef2dayrec28	Lactobacillus	12	70.833333333333	849.999999999997	9.94227411526913	1.0242955315055
Terpenoid_backbone_biosynthesis	Cef6wkrec13	Lactobacillus	12	0.166666666667	2.000000000003	4.15036276758726	0.0024101071329548
Terpenoid_backbone_biosynthesis	Cef6wkrec14	Lactobacillus	12	0.166666666667	2.000000000003	5.00700353322299	0.0024101071329548
Terpenoid_backbone_biosynthesis	Cef6wkrec15	Lactobacillus	12	0.333333333334	4.000000000006	5.0139848605424	0.0048202142659096
Terpenoid_backbone_biosynthesis	Cef6wkrec16	Lactobacillus	12	0.5	6	5.02121336721043	0.007230321398885
Terpenoid_backbone_biosynthesis	Cef6wkrec17	Lactobacillus	12	0.5	6	5.02003914462919	0.007230321398885
Terpenoid_backbone_biosynthesis	Cef6wkrec18	Lactobacillus	12	0.166666666667	2.000000000003	5.00700182189877	0.0024101071329548
Terpenoid_backbone_biosynthesis	Cef6wkrec19	Lactobacillus	12	0.166666666667	2.000000000003	5.00686661785209	0.0024101071329548
Terpenoid_backbone_biosynthesis	Cef6wkrec20	Lactobacillus	12	0.333333333333	3.999999999997	5.0135361841404	0.0048202142659043
Terpenoid_backbone_biosynthesis	NoAbx31	Lactobacillus	12	0.166666666667	2.000000000003	4.34116776014116	0.0024101071329548
Terpenoid_backbone_biosynthesis	NoAbx32	Lactobacillus	12	0.166666666667	2.000000000003	4.20744117443971	0.0024101071329548
Terpenoid_backbone_biosynthesis	NoAbx35	Lactobacillus	12	0.166666666667	2.000000000003	5.00707883286	0.0024101071329548
Terpenoid_backbone_biosynthesis	NoAbx6wkrec43	Lactobacillus	12	0.166666666667	2.000000000003	5.00805757986833	0.0024101071329548
Terpenoid_backbone_biosynthesis	NoAbx6wkrec44	Lactobacillus	12	0.166666666667	2.000000000003	4.1742016014977	0.0024101071329548
Glycerophospholipid_metabolism	Cef2dayrec21	Lactobacillus	8	70.6666666667	565.3333333332	6.9648709629975	0.291571059722098
Glycerophospholipid_metabolism	Cef2dayrec22	Lactobacillus	8	70.999999999967	568.000000000135	7.00000000000266	0.292946394909484
Glycerophospholipid_metabolism	Cef2dayrec23	Lactobacillus	8	69.999999999967	560.000000000132	6.84275296045285	0.288820389347632
Glycerophospholipid_metabolism	Cef2dayrec25	Lactobacillus	8	54.5	436	5.1070950468566	0.224867303135198
Glycerophospholipid_metabolism	Cef2dayrec26	Lactobacillus	8	47.166666666633	377.333333333168	4.3347921225364	0.194609929012351
Glycerophospholipid_metabolism	Cef2dayrec28	Lactobacillus	8	70.833333333333	566.666666666665	6.9065529928105	0.292258727315167
Glycerophospholipid_metabolism	Cef6wkrec13	Lactobacillus	8	0.166666666667	1.333333333335	1.00834163772796	0.0006876675936843
Glycerophospholipid_metabolism	Cef6wkrec14	Lactobacillus	8	0.166666666667	1.333333333335	1.00794789705406	0.0006876675936843
Glycerophospholipid_metabolism	Cef6wkrec15	Lactobacillus	8	0.333333333334	2.66666666667	1.01608466502984	0.0013753351873686
Glycerophospholipid_metabolism	Cef6wkrec16	Lactobacillus	8	0.5	4	1.0248783671847	0.002063002781055
Glycerophospholipid_metabolism	Cef6wkrec17	Lactobacillus	8	0.5	4	1.02496812348769	0.002063002781055
Glycerophospholipid_metabolism	Cef6wkrec18	Lactobacillus	8	0.166666666667	1.333333333335	1.00816113829321	0.0006876675936843
Glycerophospholipid_metabolism	Cef6wkrec19	Lactobacillus	8	0.166666666667	1.333333333335	1.00777007828938	0.0006876675936843
Glycerophospholipid_metabolism	Cef6wkrec20	Lactobacillus	8	0.333333333333	2.666666666665	1.01514151277504	0.0013753351873673
Glycerophospholipid_metabolism	NoAbx31	Lactobacillus	8	0.166666666667	1.333333333335	1.00852879824261	0.0006876675936843
Glycerophospholipid_metabolism	NoAbx32	Lactobacillus	8	0.166666666667	1.333333333335	1.00839588945068	0.0006876675936843
Glycerophospholipid_metabolism	NoAbx35	Lactobacillus	8	0.166666666667	1.333333333335	1.00779062254041	0.0006876675936843
Glycerophospholipid_metabolism	NoAbx6wkrec43	Lactobacillus	8	0.166666666667	1.333333333335	1.00938887824901	0.0006876675936843
Glycerophospholipid_metabolism	NoAbx6wkrec44	Lactobacillus	8	0.166666666667	1.333333333335	1.00853849719032	0.0006876675936843
Methane_metabolism	Cef2dayrec21	Lactobacillus	3	70.6666666667	212.0000000001	2.9859593699273	0.157904204350788
Methane_metabolism	Cef2dayrec22	Lactobacillus	3	70.999999999967	212.999999999901	3.00000000000114	0.158649035503298
Methane_metabolism	Cef2dayrec23	Lactobacillus	3	69.999999999967	209.999999999901	2.94461116350794	0.156414542045589
Methane_metabolism	Cef2dayrec25	Lactobacillus	3	54.5	163.5	2.4591700133878	0.121779893449488
Methane_metabolism	Cef2dayrec26	Lactobacillus	3	47.166666666633	141.499999999899	2.2385120350104	0.105393608092323
Methane_metabolism	Cef2dayrec28	Lactobacillus	3	70.833333333333	212.499999999999	2.96087822439338	0.158276619926996
Methane_metabolism	Cef6wkrec13	Lactobacillus	3	0.166666666667	0.500000000001	0.022563695232208	0.0003724155762977
Methane_metabolism	Cef6wkrec14	Lactobacillus	3	0.166666666667	0.500000000001	0.018389968465804	0.0003724155762977
Methane_metabolism	Cef6wkrec15	Lactobacillus	3	0.333333333334	1.000000000002	0.03556561941055	0.0007448311525954
Methane_metabolism	Cef6wkrec16	Lactobacillus	3	0.5	1.5	0.07513936944709	0.001117246728894
Methane_metabolism	Cef6wkrec17	Lactobacillus	3	0.5	1.5	0.08903959431049	0.001117246728894
Methane_metabolism	Cef6wkrec18	Lactobacillus	3	0.166666666667	0.500000000001	0.02525848117486	0.0003724155762977
Methane_metabolism	Cef6wkrec19	Lactobacillus	3	0.166666666667	0.500000000001	0.044570665509444	0.0003724155762977
Methane_metabolism	Cef6wkrec20	Lactobacillus	3	0.333333333333	0.999999999999	0.06957092978487	0.0007448311525963
Methane_metabolism	NoAbx31	Lactobacillus	3	0.166666666667	0.500000000001	0.019860252096032	0.0003724155762977
Methane_metabolism	NoAbx32	Lactobacillus	3	0.166666666667	0.500000000001	0.024601352272179	0.0003724155762977
Methane_metabolism	NoAbx35	Lactobacillus	3	0.166666666667	0.500000000001	0.011974786117354	0.0003724155762977
Methane_metabolism	NoAbx6wkrec43	Lactobacillus	3	0.166666666667	0.500000000001	0.036186197759945	0.0003724155762977
Methane_metabolism	NoAbx6wkrec44	Lactobacillus	3	0.166666666667	0.500000000001	0.015292929030483	0.0003724155762977
Fatty_acid_biosynthesis	Cef2dayrec21	Lactobacillus	11	70.6666666667	777.3333333328	6.9812096106059	0.388371001838242
Fatty_acid_biosynthesis	Cef2dayrec22	Lactobacillus	11	70.999999999967	781.000000000534	7.00000000000266	0.390202940525958
Fatty_acid_biosynthesis	Cef2dayrec23	Lactobacillus	11	69.999999999967	770.000000000528	6.80055456815639	0.384707124462232
Fatty_acid_biosynthesis	Cef2dayrec25	Lactobacillus	11	54.5	599.5	5.6056465283234	0.299521975473842
Fatty_acid_biosynthesis	Cef2dayrec26	Lactobacillus	11	47.166666666633	518.833333333272	5.0067537997498	0.259219324339688
Fatty_acid_biosynthesis	Cef2dayrec28	Lactobacillus	11	70.833333333333	779.166666666666	6.94593018532287	0.389286971181813
Fatty_acid_biosynthesis	Cef6wkrec13	Lactobacillus	11	0.166666666667	1.833333333334	1.01457403809052	0.000915969343958
Fatty_acid_biosynthesis	Cef6wkrec14	Lactobacillus	11	0.166666666667	1.833333333334	2.00848778996026	0.000915969343958
Fatty_acid_biosynthesis	Cef6wkrec15	Lactobacillus	11	0.333333333334	3.666666666668	2.01719968902656	0.001831938687916
Fatty_acid_biosynthesis	Cef6wkrec16	Lactobacillus	11	0.5	5.5	2.02603910732551	0.002747908031876
Fatty_acid_biosynthesis	Cef6wkrec17	Lactobacillus	11	0.5	5.5	2.02457332513992	0.002747908031876
Fatty_acid_biosynthesis	Cef6wkrec18	Lactobacillus	11	0.166666666667	1.833333333334	2.00875752544015	0.000915969343958
Fatty_acid_biosynthesis	Cef6wkrec19	Lactobacillus	11	0.166666666667	1.833333333334	2.00837123437599	0.000915969343958
Fatty_acid_biosynthesis	Cef6wkrec20	Lactobacillus	11	0.333333333333	3.666666666666	2.01649149147662	0.0018319386879132
Fatty_acid_biosynthesis	NoAbx31	Lactobacillus	11	0.166666666667	1.833333333334	1.01418816225727	0.000915969343958
Fatty_acid_biosynthesis	NoAbx32	Lactobacillus	11	0.166666666667	1.833333333334	1.01370209341176	0.000915969343958
Fatty_acid_biosynthesis	NoAbx35	Lactobacillus	11	0.166666666667	1.833333333334	1.0138406315043	0.000915969343958
Fatty_acid_biosynthesis	NoAbx6wkrec43	Lactobacillus	11	0.166666666667	1.833333333334	1.01527515918299	0.000915969343958
Fatty_acid_biosynthesis	NoAbx6wkrec44	Lactobacillus	11	0.166666666667	1.833333333334	1.01443764958238	0.000915969343958
Amino_sugar_and_nucleotide_sugar_metabolism	Cef2dayrec21	Lactobacillus	15	70.6666666667	1059.9999999993	11.9624302678833	0.482008642512782
Amino_sugar_and_nucleotide_sugar_metabolism	Cef2dayrec22	Lactobacillus	15	70.999999999967	1065.0000000007	12.0000000000046	0.484282268184916
Amino_sugar_and_nucleotide_sugar_metabolism	Cef2dayrec23	Lactobacillus	15	69.999999999967	1050.00000000069	11.8322852950525	0.47746139116826
Amino_sugar_and_nucleotide_sugar_metabolism	Cef2dayrec25	Lactobacillus	15	54.5	817.5	10.4915782842442	0.371737797409582
Amino_sugar_and_nucleotide_sugar_metabolism	Cef2dayrec26	Lactobacillus	15	47.166666666633	707.499999999807	9.8611449523905	0.321718032620476
Amino_sugar_and_nucleotide_sugar_metabolism	Cef2dayrec28	Lactobacillus	15	70.833333333333	1062.5	11.8748126047984	0.48314545534873
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec13	Lactobacillus	15	0.166666666667	2.500000000002	0.043960611885892	0.0011368128361159
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec14	Lactobacillus	15	0.166666666667	2.500000000002	0.036104891425691	0.0011368128361159
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec15	Lactobacillus	15	0.333333333334	5.000000000004	0.071607236489728	0.0022736256722318
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec16	Lactobacillus	15	0.5	7.5	0.11334332613405	0.003410438508346
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec17	Lactobacillus	15	0.5	7.5	0.12371036732777	0.003410438508346
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec18	Lactobacillus	15	0.166666666667	2.500000000002	0.035047025448459	0.0011368128361159
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec19	Lactobacillus	15	0.166666666667	2.500000000002	0.041059499730727	0.0011368128361159
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec20	Lactobacillus	15	0.333333333333	4.999999999998	0.07832670813255	0.0022736256722297
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx31	Lactobacillus	15	0.166666666667	2.500000000002	0.053603421723835	0.0011368128361159
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx32	Lactobacillus	15	0.166666666667	2.500000000002	0.052111669924492	0.0011368128361159
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx35	Lactobacillus	15	0.166666666667	2.500000000002	0.042938095645198	0.0011368128361159
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx6wkrec43	Lactobacillus	15	0.166666666667	2.500000000002	0.04577916849839	0.0011368128361159
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx6wkrec44	Lactobacillus	15	0.166666666667	2.500000000002	0.049254927986158	0.0011368128361159
Purine_metabolism	Cef2dayrec21	Lactobacillus	53	70.6666666667	3745.3333333321	41.8443931838539	1.91832360732095
Purine_metabolism	Cef2dayrec22	Lactobacillus	53	70.999999999967	3763.00000000124	42.000000000016	1.92737230358278
Purine_metabolism	Cef2dayrec23	Lactobacillus	53	69.999999999967	3710.00000000122	41.3018604087873	1.90022621479941
Purine_metabolism	Cef2dayrec25	Lactobacillus	53	54.5	2888.5	33.7653099480934	1.47946183866615
Purine_metabolism	Cef2dayrec26	Lactobacillus	53	47.166666666633	2499.83333333248	30.3185571385164	1.28039052092461
Purine_metabolism	Cef2dayrec28	Lactobacillus	53	70.833333333333	3754.16666666666	41.5181811416054	1.92284795545205
Purine_metabolism	Cef6wkrec13	Lactobacillus	53	0.166666666667	8.833333333342	3.27923100066591	0.0045243481304766
Purine_metabolism	Cef6wkrec14	Lactobacillus	53	0.166666666667	8.833333333342	4.26373589859723	0.0045243481304766
Purine_metabolism	Cef6wkrec15	Lactobacillus	53	0.333333333334	17.666666666684	4.51015906198046	0.0090486962609532
Purine_metabolism	Cef6wkrec16	Lactobacillus	53	0.5	26.5	4.58579569819949	0.0135730443914279
Purine_metabolism	Cef6wkrec17	Lactobacillus	53	0.5	26.5	4.92051983282845	0.0135730443914279
Purine_metabolism	Cef6wkrec18	Lactobacillus	53	0.166666666667	8.833333333342	4.31350821265669	0.0045243481304766
Purine_metabolism	Cef6wkrec19	Lactobacillus	53	0.166666666667	8.833333333342	4.29758654700926	0.0045243481304766
Purine_metabolism	Cef6wkrec20	Lactobacillus	53	0.333333333333	17.666666666658	4.543383908401	0.0090486962609502
Purine_metabolism	NoAbx31	Lactobacillus	53	0.166666666667	8.833333333342	1.61832933531108	0.0045243481304766
Purine_metabolism	NoAbx32	Lactobacillus	53	0.166666666667	8.833333333342	1.64886209238679	0.0045243481304766
Purine_metabolism	NoAbx35	Lactobacillus	53	0.166666666667	8.833333333342	2.30375139191408	0.0045243481304766
Purine_metabolism	NoAbx6wkrec43	Lactobacillus	53	0.166666666667	8.833333333342	2.80633328132557	0.0045243481304766
Purine_metabolism	NoAbx6wkrec44	Lactobacillus	53	0.166666666667	8.833333333342	1.62245852070797	0.0045243481304766
Fructose_and_mannose_metabolism	Cef2dayrec21	Lactobacillus	32	70.6666666667	2261.3333333342	11.957196880381	0.961443992014331
Fructose_and_mannose_metabolism	Cef2dayrec22	Lactobacillus	32	70.999999999967	2271.99999999914	12.0000000000046	0.965979105184139
Fructose_and_mannose_metabolism	Cef2dayrec23	Lactobacillus	32	69.999999999967	2239.99999999914	11.8931434788933	0.952373765675454
Fructose_and_mannose_metabolism	Cef2dayrec25	Lactobacillus	32	54.5	1744	11.8040996968308	0.741491003275431
Fructose_and_mannose_metabolism	Cef2dayrec26	Lactobacillus	32	47.166666666633	1509.33333333246	11.7009177865847	0.641718513537484
Fructose_and_mannose_metabolism	Cef2dayrec28	Lactobacillus	32	70.833333333333	2266.66666666666	11.9751116725182	0.963711548598677
Fructose_and_mannose_metabolism	Cef6wkrec13	Lactobacillus	32	0.166666666667	5.333333333336	0.23862768306246	0.0022675565849389
Fructose_and_mannose_metabolism	Cef6wkrec14	Lactobacillus	32	0.166666666667	5.333333333336	0.13088238868284	0.0022675565849389
Fructose_and_mannose_metabolism	Cef6wkrec15	Lactobacillus	32	0.333333333334	10.666666666672	0.20476326791482	0.0045351131698778
Fructose_and_mannose_metabolism	Cef6wkrec16	Lactobacillus	32	0.5	16	0.31768606380134	0.006802669754817
Fructose_and_mannose_metabolism	Cef6wkrec17	Lactobacillus	32	0.5	16	0.27352510819496	0.006802669754817
Fructose_and_mannose_metabolism	Cef6wkrec18	Lactobacillus	32	0.166666666667	5.333333333336	0.06889875736305	0.0022675565849389
Fructose_and_mannose_metabolism	Cef6wkrec19	Lactobacillus	32	0.166666666667	5.333333333336	0.10901181032013	0.0022675565849389
Fructose_and_mannose_metabolism	Cef6wkrec20	Lactobacillus	32	0.333333333333	10.666666666658	0.19634723607668	0.0045351131698774
Fructose_and_mannose_metabolism	NoAbx31	Lactobacillus	32	0.166666666667	5.333333333336	0.15356637028393	0.0022675565849389
Fructose_and_mannose_metabolism	NoAbx32	Lactobacillus	32	0.166666666667	5.333333333336	0.29390238835349	0.0022675565849389
Fructose_and_mannose_metabolism	NoAbx35	Lactobacillus	32	0.166666666667	5.333333333336	0.553247957962161	0.0022675565849389
Fructose_and_mannose_metabolism	NoAbx6wkrec43	Lactobacillus	32	0.166666666667	5.333333333336	0.43906708434376	0.0022675565849389
Fructose_and_mannose_metabolism	NoAbx6wkrec44	Lactobacillus	32	0.166666666667	5.333333333336	0.16498213822469	0.0022675565849389
Butanoate_metabolism	Cef2dayrec21	Lactobacillus	5	70.6666666667	353.3333333335	4.9906542056086	0.704903565081854
Butanoate_metabolism	Cef2dayrec22	Lactobacillus	5	70.999999999967	354.999999999835	5.0000000000019	0.70822858189811
Butanoate_metabolism	Cef2dayrec23	Lactobacillus	5	69.999999999967	349.999999999835	4.94461116350756	0.698253531448543
Butanoate_metabolism	Cef2dayrec25	Lactobacillus	5	54.5	272.5	4.4591700133882	0.543640249483724
Butanoate_metabolism	Cef2dayrec26	Lactobacillus	5	47.166666666633	235.833333333165	4.2385120350104	0.470489879522698
